Unnamed: 0,DienTich(m²),Phongngu,SoTang,PhongTam,Loai,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,Gia(Triệu),Duong,Phuong,Quan,ThanhPho,Gia_m²(Triệu)
3146,37.0,1,0.0,1, Officetel,Không có nội thất,,,1400.0,đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,37.84
3147,61.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Nam, Đông Bắc,1090.0,Đường Huỳnh Tấn Phát,,,Tp Hồ Chí Minh,17.87
3148,75.0,2,5.0,2, Chung cư,Không có nội thất, Đông Nam, Đông Nam,2580.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.4
3149,85.0,3,15.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,4900.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,57.65
3150,68.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông, Tây,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,23.53
3151,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,4900.0,628A Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,98.0
3152,67.0,2,0.0,1, Chung cư, Nội thất đầy đủ,,,1400.0,Đường Quốc lộ 1A,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,20.9
3153,167.0,3,0.0,3, Chung cư,Không có nội thất,,,10500.0,Số 628,An Phú,2,Tp Hồ Chí Minh,62.87
3154,120.0,3,0.0,2, Chung cư,Không có nội thất,,,1000.0,146,8,Phú Nhuận,Tp Hồ Chí Minh,8.33
3155,70.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,2980.0,Số 181,12,10,Tp Hồ Chí Minh,42.57
3156,35.0,1,0.0,1, Officetel, Nội thất cao cấp,,,1500.0,KĐT City Horse Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,42.86
3157,82.0,2,0.0,2, Chung cư,Không có nội thất, Đông Nam, Đông,2980.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,36.34
3158,85.3,2,10.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Tây Nam,5275.0,Đường N1,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,61.84
3159,56.0,2,16.0,2, Chung cư, Nội thất đầy đủ, Tây Bắc, Đông Nam,1300.0,Đường Quốc Lộ 13,An Phú Đông,12,Tp Hồ Chí Minh,23.21
3160,65.0,2,0.0,2, Chung cư,Không có nội thất,,,2650.0,239 – 241 – 278,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,40.77
3161,100.0,3,5.0,2, Chung cư, Nội thất đầy đủ, Đông,,2300.0,502B,7,Gò Vấp,Tp Hồ Chí Minh,23.0
3162,58.0,2,0.0,1, Chung cư,Không có nội thất,,,2066.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,35.62
3163,73.2,2,12.0,1, Chung cư, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,1850.0,,,,,25.27
3164,132.0,3,6.0,3, Duplex,Không có nội thất,,,7000.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,53.03
3165,63.0,2,0.0,2, Chung cư,Không có nội thất, Tây Nam, Đông Nam,2500.0,Đường N1,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,39.68
3166,90.0,3,0.0,2, Chung cư,Không có nội thất,,,3400.0,Đường Tô Hiệu,Hòa Thạnh,Tân Phú,Tp Hồ Chí Minh,37.78
3167,55.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,278.0,Đường Vĩnh Lộc A,,,Tp Hồ Chí Minh,5.05
3168,135.0,3,0.0,3, Penthouse, Nội thất cao cấp,,,4600.0,52,An Phú,2,Tp Hồ Chí Minh,34.07
3169,35.0,1,5.0,1, Chung cư, Nội thất đầy đủ, Đông Bắc, Tây Nam,310.0,Đường Nguyễn Văn Bứa,,,Tp Hồ Chí Minh,8.86
3170,57.0,2,9.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,1610.0,Số 8,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,28.25
3171,59.2,2,23.0,1, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Bắc,800.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,13.51
3172,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
3173,62.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Văn Quỳ,Phú Thuận,7,Tp Hồ Chí Minh,32.26
3174,160.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Bắc,,12400.0,Đường Phan Văn Trị,2,5,Tp Hồ Chí Minh,77.5
3175,73.6,2,20.0,2, Chung cư, Nội thất cao cấp, Đông Bắc, Tây Nam,3850.0,Đường Phú Thuận,Tân Phú,7,Tp Hồ Chí Minh,52.31
3176,70.0,1,7.0,1, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,4000.0,108,2,Tân Bình,Tp Hồ Chí Minh,57.14
3177,89.0,3,11.0,2, Chung cư,Không có nội thất, Tây,,3200.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,35.96
3178,54.0,2,0.0,1, Chung cư,Không có nội thất,,,2050.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,37.96
3179,81.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,3000.0,341,1,5,Tp Hồ Chí Minh,37.04
3180,440.0,1,1.0,1, Chung cư, Bàn giao thô, Bắc, Tây Bắc,37000.0,Đường N1,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,84.09
3181,60.0,2,0.0,2, Chung cư,Không có nội thất,,,2150.0,cao lỗ và tạ Quang Bửu,4,8,Tp Hồ Chí Minh,35.83
3182,115.0,2,0.0,3, Duplex, Nội thất cao cấp,,,4850.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,42.17
3183,83.0,2,0.0,2, Chung cư,Không có nội thất,,,5100.0,146,8,Phú Nhuận,Tp Hồ Chí Minh,61.45
3184,75.0,2,15.0,2, Chung cư, Nội thất cao cấp, Đông,,2350.0,Khu số 15A1,,,Tp Hồ Chí Minh,31.33
3185,80.0,3,0.0,2, Chung cư,Không có nội thất,,,2550.0,659 Âu Cơ,Tân Thành,Tân Phú,Tp Hồ Chí Minh,31.88
3186,68.0,2,0.0,2, Chung cư,Không có nội thất,,,1550.0,Đường 15B,Phú Mỹ,7,Tp Hồ Chí Minh,22.79
3187,70.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Bắc, Đông Nam,2188.0,196,4,8,Tp Hồ Chí Minh,31.26
3188,68.0,2,0.0,2, Chung cư,Không có nội thất,,,2350.0,Đường Võ Chí Công,Phú Hữu,9,Tp Hồ Chí Minh,34.56
3189,82.0,2,15.0,2, Chung cư, Hoàn thiện cơ bản, Bắc, Nam,1950.0,53,Phú Thạnh,Tân Phú,Tp Hồ Chí Minh,23.78
3190,85.0,2,0.0,2, Chung cư,Không có nội thất, Nam, Bắc,3000.0,Đường Nguyễn Duy Trinh,Bình Trưng Tây,2,Tp Hồ Chí Minh,35.29
3191,53.0,1,0.0,1, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,2000.0,184 Đường Trần Văn Kiểu,10,6,Tp Hồ Chí Minh,37.74
3192,78.0,2,8.0,2, Chung cư, Nội thất đầy đủ, Tây, Đông,1725.0,Đường Số 4,An Lạc,Bình Tân,Tp Hồ Chí Minh,22.12
3193,78.0,2,27.0,2, Chung cư, Bàn giao thô, Tây Bắc, Đông Nam,2000.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,25.64
3194,56.0,2,18.0,2, Chung cư,Không có nội thất, Đông Nam,,1300.0,Đường Quốc Lộ 13,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,23.21
3195,97.0,2,19.0,2, Chung cư, Nội thất đầy đủ, Tây Bắc, Đông Nam,3600.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,37.11
3196,83.0,3,24.0,2, Chung cư,Không có nội thất,,,13.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,0.16
3197,63.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,25.4
3198,83.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc,,2950.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,35.54
3199,61.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,1290.0,Khu nhà ở Bình Chiểu,Bình Chiểu,Thủ Đức,Tp Hồ Chí Minh,21.15
3200,60.45,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1690.0,Đường Cây Keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,27.96
3201,72.0,2,0.0,2, Chung cư,Không có nội thất,,,1815.0,Đường Trương Đình Hội,16,8,Tp Hồ Chí Minh,25.21
3202,66.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Tây, Đông,2050.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,Tp Hồ Chí Minh,31.06
3203,60.0,2,0.0,2, Chung cư,Không có nội thất,,,2139.0,196,4,8,Tp Hồ Chí Minh,35.65
3204,53.0,2,0.0,1, Chung cư,Không có nội thất,,,2400.0,239 – 241 – 278,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,45.28
3205,65.0,2,0.0,2, Chung cư,Không có nội thất,,,2700.0,Đường Lạc Long Quân,10,11,Tp Hồ Chí Minh,41.54
3206,61.4,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Bắc,1950.0,Đường A4,Bình Trưng Đông,2,Tp Hồ Chí Minh,31.76
3207,35.79,1,2.0,1," Căn hộ dịch vụ, mini", Nội thất đầy đủ, Đông Nam, Tây Bắc,900.0,Đường Mai Lão Bạng,13,Tân Bình,Tp Hồ Chí Minh,25.15
3208,54.0,2,0.0,1, Chung cư,Không có nội thất,,,1700.0,Số 4,Phú Thuận,7,Tp Hồ Chí Minh,31.48
3209,71.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2530.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,35.63
3210,50.0,1,0.0,1, Chung cư,Không có nội thất,,,2000.0,295,Tân Sơn Nhì,Tân Phú,Tp Hồ Chí Minh,40.0
3211,67.0,2,0.0,2, Chung cư,Không có nội thất,,,2350.0,Đường Võ Chí Công,Phú Hữu,9,Tp Hồ Chí Minh,35.07
3212,84.3,3,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Tây Bắc,2950.0,C0.19,7,8,Tp Hồ Chí Minh,34.99
3213,73.0,2,0.0,2, Chung cư,Không có nội thất,,,2480.0,Đường Cao Lỗ,4,8,Tp Hồ Chí Minh,33.97
3214,32.0,1,0.0,1," Căn hộ dịch vụ, mini", Hoàn thiện cơ bản,,,490.0,Đường Phan Văn Hớn,Tân Chánh Hiệp,12,Tp Hồ Chí Minh,15.31
3215,71.0,2,0.0,2, Chung cư,Không có nội thất,,,1850.0,Đường 15B,Phú Mỹ,7,Tp Hồ Chí Minh,26.06
3216,290.0,5,0.0,5, Penthouse, Nội thất cao cấp,, Đông Nam,12800.0,Đường D1,Tân Hưng,7,Tp Hồ Chí Minh,44.14
3217,55.0,2,0.0,1, Chung cư,Không có nội thất,,,3000.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,54.55
3218,80.0,3,0.0,2, Duplex,Không có nội thất,,,3000.0,Khu dân cư Cát Lái,Cát Lái,2,Tp Hồ Chí Minh,37.5
3219,30.0,1,0.0,1, Chung cư,Không có nội thất,,,1400.0,Đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,46.67
3220,31.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1500.0,Đường Bình Đông,14,8,Tp Hồ Chí Minh,48.39
3221,122.0,2,0.0,2, Chung cư,Không có nội thất,,,4950.0,KDC Phú Hữu,Phú Hữu,9,Tp Hồ Chí Minh,40.57
3222,68.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông, Tây,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,23.53
3223,83.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc,,2950.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,35.54
3224,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
3225,62.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Đông,1800.0,Đường Liên Phường,Phú Hữu,9,Tp Hồ Chí Minh,29.03
3226,75.0,2,0.0,2, Chung cư,Không có nội thất,,,2520.0,Đường Song Hành,Phú Hữu,9,Tp Hồ Chí Minh,33.6
3227,33.0,1,0.0,1, Officetel,Không có nội thất, Tây, Đông,830.0,Đường Nguyễn Đức Thuận,13,Tân Bình,Tp Hồ Chí Minh,25.15
3228,82.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Đông Nam, Tây Bắc,2000.0,Đường Nguyễn Cửu Phú,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,24.39
3229,66.0,2,0.0,2, Chung cư,Không có nội thất,,,1550.0,Hẻm 219,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,23.48
3230,78.0,2,0.0,2, Chung cư,Không có nội thất,, Đông Nam,3200.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,41.03
3231,70.0,2,0.0,2, Chung cư,Không có nội thất,,,2750.0,Đường Bờ Bao Tân Thắng,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,39.29
3232,71.0,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,2700.0,30,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,38.03
3233,33.0,1,0.0,1, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,1360.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,41.21
3234,69.0,2,26.0,2, Chung cư, Nội thất đầy đủ,,,2568.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,37.22
3235,40.0,2,0.0,1," Căn hộ dịch vụ, mini",Không có nội thất,,,290.0,Đường Dương Công Khi,,,Tp Hồ Chí Minh,7.25
3236,35.0,2,0.0,2," Căn hộ dịch vụ, mini",Không có nội thất,,,290.0,Đường Tỉnh lộ 824,,,Tp Hồ Chí Minh,8.29
3237,73.0,2,10.0,2, Chung cư, Nội thất cao cấp,,,2000.0,Đường Phạm Hữu Lầu,Phú Mỹ,7,Tp Hồ Chí Minh,27.4
3238,70.0,2,12.0,2, Chung cư, Nội thất đầy đủ,,,3200.0,Đường D2,25,Bình Thạnh,Tp Hồ Chí Minh,45.71
3239,48.0,1,17.0,1, Chung cư,Không có nội thất,,,1540.0,Đường 15B,Phú Mỹ,7,Tp Hồ Chí Minh,32.08
3240,48.0,1,0.0,1, Chung cư,Không có nội thất,,,1300.0,Đường Lý Chiêu Hoàng,10,6,Tp Hồ Chí Minh,27.08
3241,75.0,3,0.0,2, Chung cư,Không có nội thất,,,2800.0,đường Dương Quảng Hàm,15,Gò Vấp,Tp Hồ Chí Minh,37.33
3242,99.0,2,0.0,2, Chung cư,Không có nội thất,,,5300.0,Đường Quốc Hương,Thảo Điền,2,Tp Hồ Chí Minh,53.54
3243,65.0,2,0.0,2, Chung cư,Không có nội thất,,,2130.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,32.77
3244,72.0,2,19.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam,,2600.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,36.11
3245,43.2,1,17.0,1, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,1850.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,42.82
3246,106.0,3,0.0,2, Chung cư, Nội thất đầy đủ, Đông Bắc, Tây Nam,2750.0,33,15,Tân Bình,Tp Hồ Chí Minh,25.94
3247,75.0,2,5.0,2, Chung cư,Không có nội thất, Đông Nam, Đông Nam,2580.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.4
3248,60.45,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1690.0,Đường Cây Keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,27.96
3249,97.6,3,6.0,2, Chung cư, Nội thất cao cấp,,,4900.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,50.2
3250,61.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,1290.0,Khu nhà ở Bình Chiểu,Bình Chiểu,Thủ Đức,Tp Hồ Chí Minh,21.15
3251,54.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2450.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,45.37
3252,63.0,2,0.0,1, Chung cư, Nội thất đầy đủ,,,1650.0,Hẻm 219,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,26.19
3253,200.0,4,0.0,4, Duplex,Không có nội thất,,,990.0,Đường T10,,,Tp Hồ Chí Minh,4.95
3254,49.0,1,0.0,1, Chung cư,Không có nội thất,,,1850.0,Đường Võ Chí Công,Phú Hữu,9,Tp Hồ Chí Minh,37.76
3255,62.0,2,2.0,1, Chung cư, Nội thất đầy đủ, Tây, Đông,2100.0,241/42,11,6,Tp Hồ Chí Minh,33.87
3256,140.0,4,12.0,3, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,9000.0,208,22,Bình Thạnh,Tp Hồ Chí Minh,64.29
3257,82.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2750.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,33.54
3258,69.0,2,18.0,2, Chung cư,Không có nội thất,,,2410.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,34.93
3259,60.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,650.0,Đường Quốc lộ 1K,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,10.83
3260,53.0,1,0.0,1, Chung cư,Không có nội thất,,,2850.0,Đường Hồng Hà,2,Tân Bình,Tp Hồ Chí Minh,53.77
3261,65.0,2,0.0,2, Chung cư,Không có nội thất,,,1800.0,Đường Dương Thị Giang,Tân Thới Nhất,12,Tp Hồ Chí Minh,27.69
3262,70.12,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,52.05
3263,85.0,2,0.0,2, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,4500.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,52.94
3264,34.0,1,0.0,1, Chung cư, Nội thất đầy đủ,,,280.0,Đường Nguyễn Văn Bứa,,,Tp Hồ Chí Minh,8.24
3265,40.0,2,0.0,0," Căn hộ dịch vụ, mini",Không có nội thất,,,600.0,bùi tư toàn,An Lạc,Bình Tân,Tp Hồ Chí Minh,15.0
3266,48.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,1800.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,,37.5
3267,70.0,2,0.0,2, Chung cư,Không có nội thất,,,3750.0,86,11,5,Tp Hồ Chí Minh,53.57
3268,57.0,2,0.0,1, Chung cư,Không có nội thất, Nam,,1920.0,Đường Hồng Lạc,10,Tân Bình,Tp Hồ Chí Minh,33.68
3269,35.0,1,5.0,1, Chung cư, Nội thất đầy đủ, Đông Nam, Tây Bắc,310.0,Đường Nguyễn Văn Bứa,,,Tp Hồ Chí Minh,8.86
3270,60.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,599.0,Đường Quốc lộ 1K,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,9.98
3271,57.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản, Đông Bắc,,3600.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,63.16
3272,64.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,1720.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,26.88
3273,89.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,5700.0,90A,14,10,Tp Hồ Chí Minh,64.04
3274,56.0,2,5.0,1, Chung cư, Nội thất đầy đủ, Nam, Tây,2690.0,189B,Nguyễn Cư Trinh,1,Tp Hồ Chí Minh,48.04
3275,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,4900.0,628A Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,98.0
3276,65.0,2,0.0,1, Chung cư,Không có nội thất,, Đông,1800.0,Đường Nguyễn Văn Linh,6,8,Tp Hồ Chí Minh,27.69
3277,82.0,2,0.0,2, Chung cư,Không có nội thất,,,2200.0,Đường Lũy Bán Bích,Phú Thọ Hòa,Tân Phú,Tp Hồ Chí Minh,26.83
3278,80.6,3,0.0,2, Chung cư, Nội thất đầy đủ,,,3300.0,Đường Trần Lựu,An Phú,2,Tp Hồ Chí Minh,40.94
3279,55.0,2,6.0,1, Chung cư, Nội thất đầy đủ, Tây Bắc, Đông Nam,1190.0,612,Linh Tây,Thủ Đức,Tp Hồ Chí Minh,21.64
3280,36.5,2,0.0,1, Chung cư,Không có nội thất,,,530.0,117/80,An Lạc,Bình Tân,Tp Hồ Chí Minh,14.52
3281,40.0,1,0.0,1, Chung cư, Nội thất đầy đủ,,,290.0,Đường Nguyễn Văn Bứa,,,Tp Hồ Chí Minh,7.25
3282,69.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2650.0,Đường Hoàng Quốc Việt,Phú Thuận,7,Tp Hồ Chí Minh,38.41
3283,59.0,2,0.0,1, Chung cư,Không có nội thất,,,1980.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,33.56
3284,91.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,3250.0,239 – 241 – 278,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,35.71
3285,40.0,1,0.0,1," Căn hộ dịch vụ, mini", Nội thất đầy đủ,,,1050.0,bùi tư toàn,An Lạc,Bình Tân,Tp Hồ Chí Minh,26.25
3286,36.01,1,0.0,1, Chung cư,Không có nội thất,,,1950.0,128,9,Phú Nhuận,Tp Hồ Chí Minh,54.15
3287,63.0,2,10.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,2600.0,295,Tân Sơn Nhì,Tân Phú,Tp Hồ Chí Minh,41.27
3288,50.0,2,0.0,2, Chung cư,Không có nội thất,,,1750.0,Đường Phan Văn Hớn,Tân Thới Nhất,12,Tp Hồ Chí Minh,35.0
3289,51.0,1,0.0,1, Chung cư,Không có nội thất,,,1060.0,Đường Số 45,14,Gò Vấp,Tp Hồ Chí Minh,20.78
3290,42.0,2,0.0,1," Căn hộ dịch vụ, mini",Không có nội thất,,,980.0,bùi tư toàn,An Lạc,Bình Tân,Tp Hồ Chí Minh,23.33
3291,69.0,2,0.0,2, Chung cư,Không có nội thất, Nam, Nam,2350.0,đường Nguyễn Thị Búp,Hiệp Thành,12,Tp Hồ Chí Minh,34.06
3292,40.0,2,0.0,2," Căn hộ dịch vụ, mini",Không có nội thất,,,199.0,Đường Phan Văn Hớn,,,Tp Hồ Chí Minh,4.97
3293,50.0,2,12.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,1400.0,Đường Xa lộ Đại Hàn,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,28.0
3294,67.0,2,0.0,1, Chung cư, Nội thất đầy đủ, Tây Bắc, Đông Nam,1300.0,nguyên văn linh,,,Tp Hồ Chí Minh,19.4
3295,45.0,2,0.0,1, Chung cư,Không có nội thất,,,1250.0,208 Đường Nguyễn Hữu Cảnh,22,Bình Thạnh,Tp Hồ Chí Minh,27.78
3296,73.0,2,0.0,2, Chung cư,Không có nội thất,,,1970.0,Đường Phan Huy Ích,14,Gò Vấp,Tp Hồ Chí Minh,26.99
3297,64.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,1720.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,26.88
3298,95.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,5300.0,Đường Nguyễn Văn Linh,Tân Thuận Tây,7,Tp Hồ Chí Minh,55.79
3299,54.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2450.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,45.37
3300,25.0,1,0.0,1, Chung cư,Không có nội thất,,,870.0,996,6,8,Tp Hồ Chí Minh,34.8
3301,62.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Văn Quỳ,Phú Thuận,7,Tp Hồ Chí Minh,32.26
3302,56.0,2,0.0,1, Chung cư,Không có nội thất, Đông Nam,,420.0,Đường Quốc Lộ 13,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,7.5
3303,42.0,1,0.0,1, Chung cư,Không có nội thất,,,450.0,Ngô Bệ,13,Tân Bình,Tp Hồ Chí Minh,10.71
3304,56.0,3,0.0,4, Penthouse, Nội thất cao cấp, Bắc,,3800.0,37/32/9/11,Tân Chánh Hiệp,12,Tp Hồ Chí Minh,67.86
3305,67.12,3,8.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,1770.0,Đường 138,Tân Phú,9,Tp Hồ Chí Minh,26.37
3306,40.0,1,0.0,1," Căn hộ dịch vụ, mini",Không có nội thất,,,1000.0,Đường Bùi Tư Toàn,An Lạc,Bình Tân,Tp Hồ Chí Minh,25.0
3307,62.0,2,0.0,2, Chung cư,Không có nội thất,,,1800.0,Đường Tô Ngọc Vân,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,29.03
3308,100.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản,,,3300.0,Thống Nhất,Long Bình,9,Tp Hồ Chí Minh,33.0
3309,55.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1271.0,208,22,Bình Thạnh,Tp Hồ Chí Minh,23.11
3310,75.0,2,5.0,2, Chung cư,Không có nội thất, Đông Nam, Đông Nam,2580.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.4
3311,59.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,80.0,Đường Võ Văn Ngân,Bình Thọ,Thủ Đức,Tp Hồ Chí Minh,1.36
3312,35.0,1,0.0,1," Căn hộ dịch vụ, mini",Không có nội thất,,,6.0,Đường Nguyễn Văn Đậu,6,Bình Thạnh,Tp Hồ Chí Minh,0.17
3313,68.0,2,0.0,2, Chung cư,Không có nội thất,,,3400.0,Đường Nguyễn Thị Định,An Phú,2,Tp Hồ Chí Minh,50.0
3314,325.6,5,15.0,4, Duplex,Không có nội thất,,,1750.0,Đường Đào Trí,Phú Thuận,7,Tp Hồ Chí Minh,5.37
