Unnamed: 0,DienTich(m²),Phongngu,SoTang,PhongTam,Loai,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,Gia(Triệu),Duong,Phuong,Quan,ThanhPho,Gia_m²(Triệu)
11233,92.0,2,0.0,2, Chung cư,Không có nội thất,,,2550.0,Đường Hoàng Quốc Việt,Phú Thuận,7,Tp Hồ Chí Minh,27.72
11234,69.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1800.0,Đường Tân Túc,,,Tp Hồ Chí Minh,26.09
11235,60.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2150.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,35.83
11236,49.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1550.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,Tp Hồ Chí Minh,31.63
11237,78.0,2,0.0,2, Chung cư,Không có nội thất,,,385.0,Đường Nguyễn Lương Bằng,Tân Hưng,7,Tp Hồ Chí Minh,4.94
11238,90.0,3,25.0,2, Chung cư, Nội thất đầy đủ, Đông Nam, Tây Bắc,4500.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
11239,56.0,2,0.0,1, Chung cư,Không có nội thất,,,3100.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,55.36
11240,62.0,2,0.0,2, Chung cư,Không có nội thất,,,1900.0,Đường Tô Ngọc Vân,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,30.65
11241,95.1,2,9.0,2, Chung cư, Nội thất đầy đủ, Bắc, Nam,3900.0,K9.10,Tân Quy,7,Tp Hồ Chí Minh,41.01
11242,73.0,2,0.0,0, Chung cư, Hoàn thiện cơ bản,,,1800.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,24.66
11243,70.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,1830.0,Đường Số 59,14,Gò Vấp,Tp Hồ Chí Minh,26.14
11244,66.8,2,0.0,1, Chung cư, Nội thất đầy đủ, Tây Bắc,,2350.0,Bông Sao,6,8,Tp Hồ Chí Minh,35.18
11245,46.3,1,4.0,1, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,1450.0,Chung Cư Nguyễn Vă Lượng 3,16,Gò Vấp,Tp Hồ Chí Minh,31.32
11246,84.0,3,0.0,2, Chung cư,Không có nội thất,,,3500.0,239 – 241 – 278,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,41.67
11247,50.0,2,4.0,1, Chung cư, Hoàn thiện cơ bản, Đông, Nam,1950.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,39.0
11248,46.0,2,0.0,1, Chung cư, Nội thất đầy đủ, Đông Bắc,,1200.0,Đường Đỗ Xuân Hợp,Phú Hữu,9,Tp Hồ Chí Minh,26.09
11249,48.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản,,,3200.0,56,12,4,Tp Hồ Chí Minh,66.67
11250,60.0,2,0.0,2, Chung cư,Không có nội thất,,,1670.0,Đường Nguyễn Thị Định,Cát Lái,2,Tp Hồ Chí Minh,27.83
11251,75.0,2,0.0,2, Chung cư,Không có nội thất,,,3000.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,40.0
11252,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,3200.0,Đường Bến Vân Đồn,1,4,Tp Hồ Chí Minh,64.0
11253,68.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông, Tây,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,23.53
11254,63.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,25.4
11255,62.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Văn Quỳ,Phú Thuận,7,Tp Hồ Chí Minh,32.26
11256,60.45,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1690.0,Đường Cây Keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,27.96
11257,64.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,1720.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,26.88
11258,69.0,2,0.0,2, Chung cư,Không có nội thất,,,3780.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,54.78
11259,50.0,1,0.0,1, Chung cư,Không có nội thất,,,1950.0,Đường Bùi Văn Ba Quận 7,Tân Thuận Đông,7,Tp Hồ Chí Minh,39.0
11260,62.37,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,1390.0,Đường Nguyễn Văn Linh,7,8,Tp Hồ Chí Minh,22.29
11261,60.0,2,0.0,2, Chung cư,Không có nội thất,,,2140.0,196,4,8,Tp Hồ Chí Minh,35.67
11262,56.0,2,0.0,2, Chung cư, Nội thất cao cấp, Đông Bắc, Tây Nam,1270.0,Đường Nguyễn Văn Linh,7,8,Tp Hồ Chí Minh,22.68
11263,86.0,2,4.0,2, Chung cư, Nội thất đầy đủ, Đông Nam,,1890.0,113,16,8,Tp Hồ Chí Minh,21.98
11264,39.0,1,0.0,1, Officetel,Không có nội thất, Đông Nam, Tây Bắc,1750.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,44.87
11265,95.0,3,0.0,0, Chung cư,Không có nội thất,,,4200.0,Đường Nguyễn Thị Thập,Tân Phú,7,Tp Hồ Chí Minh,44.21
11266,47.5,1,0.0,1, Chung cư, Nội thất đầy đủ,,,3050.0,56,12,4,Tp Hồ Chí Minh,64.21
11267,52.0,1,0.0,1, Chung cư,Không có nội thất,,,1530.0,192,16,8,Tp Hồ Chí Minh,29.42
11268,46.0,1,0.0,1, Chung cư,Không có nội thất,,,2020.0,Đường Khuông Việt,Phú Trung,Tân Phú,Tp Hồ Chí Minh,43.91
11269,73.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,1700.0,Đường Man Thiện,Tăng Nhơn Phú A,9,Tp Hồ Chí Minh,23.29
11270,62.0,2,0.0,2, Chung cư,Không có nội thất,,,1850.0,192,16,8,Tp Hồ Chí Minh,29.84
11271,78.0,2,8.0,2, Chung cư, Nội thất đầy đủ, Tây, Đông,32.0,Đường 9A,,,Tp Hồ Chí Minh,0.41
11272,53.0,2,0.0,1, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,2150.0,688/57/42,15,Gò Vấp,Tp Hồ Chí Minh,40.57
11273,47.0,1,0.0,1, Chung cư,Không có nội thất, Nam, Bắc,2100.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,44.68
11274,70.0,2,0.0,2, Chung cư,Không có nội thất,,,3300.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,47.14
11275,72.0,2,31.0,0, Chung cư,Không có nội thất,,,4900.0,100 Đường Cô Giang,Cô Giang,1,Tp Hồ Chí Minh,68.06
11276,73.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,1700.0,Đường Man Thiện,Tăng Nhơn Phú A,9,Tp Hồ Chí Minh,23.29
11277,77.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Bắc, Đông Nam,4300.0,Đường Nguyễn Văn Linh,Tân Phú,7,Tp Hồ Chí Minh,55.84
11278,194.0,3,0.0,3, Penthouse, Nội thất cao cấp, Nam, Tây Bắc,7000.0,Đường Phú Mỹ Hưng,Tân Phong,7,Tp Hồ Chí Minh,36.08
11279,83.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc,,2950.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,35.54
11280,89.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,5700.0,90A,14,10,Tp Hồ Chí Minh,64.04
11281,83.6,3,3.0,2, Chung cư, Nội thất cao cấp, Nam, Đông Bắc,3800.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,45.45
11282,75.0,2,0.0,2, Chung cư,Không có nội thất,,,2520.0,Đường Song Hành,Phú Hữu,9,Tp Hồ Chí Minh,33.6
11283,48.5,1,0.0,1, Chung cư,Không có nội thất,,,2130.0,KĐT City Horse Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,43.92
11284,60.0,2,0.0,2, Chung cư,Không có nội thất,,,1450.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,24.17
11285,71.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,1750.0,Đường Nguyễn Cửu Phú,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,24.65
11286,70.0,2,0.0,2, Chung cư,Không có nội thất,,,1670.0,01,,,Tp Hồ Chí Minh,23.86
11287,71.0,2,0.0,2, Chung cư,Không có nội thất,,,2600.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,36.62
11288,50.0,2,0.0,2, Officetel,Không có nội thất,,,10.0,290,4,5,Tp Hồ Chí Minh,0.2
11289,68.0,2,0.0,2, Chung cư,Không có nội thất, Tây Nam,,3100.0,nguyễn ngọc phương,17,Bình Thạnh,Tp Hồ Chí Minh,45.59
11290,65.3,2,0.0,1, Chung cư,Không có nội thất,,,3370.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,51.61
11291,70.9,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1650.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,23.27
11292,73.5,2,0.0,2, Chung cư,Không có nội thất,,,3350.0,đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,45.58
11293,76.0,2,0.0,2, Chung cư,Không có nội thất,,,5000.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,65.79
11294,73.0,2,0.0,2, Chung cư,Không có nội thất,,,2500.0,Đường Tân Mỹ,Tân Phú,7,Tp Hồ Chí Minh,34.25
11295,40.0,1,0.0,1, Chung cư,Không có nội thất,,,999.0,Đường Bùi Tư Toàn,An Lạc,Bình Tân,Tp Hồ Chí Minh,24.98
11296,68.0,2,0.0,2, Chung cư,Không có nội thất,,,3400.0,chung cư đào duy từ,12,10,Tp Hồ Chí Minh,50.0
11297,148.0,2,19.0,2, Chung cư,Không có nội thất, Nam, Nam,4000.0,Đường Tăng Nhơn Phú B,Tăng Nhơn Phú B,9,Tp Hồ Chí Minh,27.03
11298,104.03,3,0.0,3, Chung cư,Không có nội thất,,,4600.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,44.22
11299,48.0,2,0.0,2, Chung cư,Không có nội thất,,,1920.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,40.0
11300,63.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2200.0,Đường 15B,Phú Mỹ,7,Tp Hồ Chí Minh,34.92
11301,115.0,3,0.0,2, Chung cư,Không có nội thất,,,4390.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,38.17
11302,51.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1900.0,Đường Võ Chí Công,Phú Hữu,9,Tp Hồ Chí Minh,37.25
11303,62.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Đông,1800.0,Đường Liên Phường,Phú Hữu,9,Tp Hồ Chí Minh,29.03
11304,62.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Văn Quỳ,Phú Thuận,7,Tp Hồ Chí Minh,32.26
11305,97.6,3,6.0,2, Chung cư, Nội thất cao cấp,,,4900.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,50.2
11306,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
11307,61.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Nam, Đông Bắc,1090.0,Đường Huỳnh Tấn Phát,,,Tp Hồ Chí Minh,17.87
11308,59.0,2,1.0,1, Chung cư, Nội thất đầy đủ,,,2500.0,675,9,Phú Nhuận,Tp Hồ Chí Minh,42.37
11309,75.0,2,0.0,2, Chung cư,Không có nội thất,,,2200.0,Đường Phạm Văn Đồng,Linh Tây,Thủ Đức,Tp Hồ Chí Minh,29.33
11310,41.0,1,0.0,1, Officetel,Không có nội thất,, Đông Nam,1800.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,43.9
11311,87.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,5300.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,60.92
11312,68.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông, Tây,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,23.53
11313,49.0,1,0.0,1, Chung cư,Không có nội thất,,,1833.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,Tp Hồ Chí Minh,37.41
11314,73.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1700.0,Đường Man Thiện,Tăng Nhơn Phú A,9,Tp Hồ Chí Minh,23.29
11315,45.0,1,0.0,1, Chung cư, Nội thất đầy đủ,,,3300.0,208,22,Bình Thạnh,Tp Hồ Chí Minh,73.33
11316,75.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,2150.0,Đường Thống Nhất,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,28.67
11317,69.0,2,0.0,2, Chung cư,Không có nội thất,,,1450.0,Đường Trịnh Đình Trọng,Phú Trung,Tân Phú,Tp Hồ Chí Minh,21.01
11318,46.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản,,,500.0,đường Lê Văn Lương,,,Tp Hồ Chí Minh,10.87
11319,200.0,4,0.0,4, Chung cư, Nội thất đầy đủ, Tây,,6500.0,Đường Lê Văn Lương,Tân Hưng,7,Tp Hồ Chí Minh,32.5
11320,72.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,3100.0,Số 181,12,10,Tp Hồ Chí Minh,43.06
11321,30.0,1,0.0,1, Chung cư,Không có nội thất,,,1200.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,40.0
11322,66.0,2,0.0,2, Chung cư,Không có nội thất,,,2700.0,Số 102,Bình Thọ,Thủ Đức,Tp Hồ Chí Minh,40.91
11323,40.0,2,1.0,1, Chung cư, Nội thất đầy đủ,,,280.0,Phan Văn Hớn,Tân Thới Nhất,12,Tp Hồ Chí Minh,7.0
11324,42.0,1,0.0,1," Căn hộ dịch vụ, mini", Nội thất đầy đủ,,,985.0,Bùi Tư Toàn,An Lạc A,Bình Tân,Tp Hồ Chí Minh,23.45
11325,103.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,5500.0,Số 59,21,Bình Thạnh,Tp Hồ Chí Minh,53.4
11326,50.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,430.0,đường Lê Văn Lương,,,,8.6
11327,57.0,1,0.0,1, Chung cư, Nội thất cao cấp, Đông Bắc, Tây,2750.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,48.25
11328,61.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Nam, Đông Bắc,1090.0,Đường Huỳnh Tấn Phát,,,Tp Hồ Chí Minh,17.87
11329,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,13E,,,Tp Hồ Chí Minh,27.27
11330,85.0,3,15.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,4900.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,57.65
11331,97.6,3,6.0,2, Chung cư, Nội thất cao cấp,,,4900.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,50.2
11332,54.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2450.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,45.37
11333,370.0,4,0.0,4, Penthouse,Không có nội thất, Đông, Tây Bắc,37000.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,100.0
11334,76.0,2,0.0,2, Chung cư,Không có nội thất, Đông, Tây,2050.0,Đường Vườn Lài,Phú Thọ Hòa,Tân Phú,Tp Hồ Chí Minh,26.97
11335,56.0,1,9.0,1, Chung cư, Nội thất đầy đủ,,,3200.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,57.14
11336,52.0,1,0.0,1, Chung cư,Không có nội thất, Tây, Nam,2000.0,341/13A,Phú Trung,Tân Phú,Tp Hồ Chí Minh,38.46
11337,50.33,1,17.0,1, Chung cư, Nội thất cao cấp, Bắc, Nam,2150.0,184 Đường Trần Văn Kiểu,10,6,Tp Hồ Chí Minh,42.72
11338,130.0,2,0.0,2, Chung cư,Không có nội thất,,,10000.0,239 – 241 – 278,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,76.92
11339,50.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản, Đông,,1560.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,31.2
11340,67.0,2,5.0,2, Chung cư, Hoàn thiện cơ bản,,,2100.0,262/13,Hòa Thạnh,Tân Phú,Tp Hồ Chí Minh,31.34
11341,59.0,2,0.0,1, Chung cư,Không có nội thất,,,1890.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,32.03
11342,77.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,1200.0,Đường Vành Đai 3,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,15.58
11343,67.0,2,4.0,2, Chung cư, Nội thất đầy đủ,,,2100.0,262/13,Hòa Thạnh,Tân Phú,Tp Hồ Chí Minh,31.34
11344,45.0,1,0.0,1, Chung cư,Không có nội thất,,,1669.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,37.09
11345,40.0,2,1.0,1, Chung cư, Nội thất đầy đủ,,,280.0,Đường Phan Văn Hớn,,,Tp Hồ Chí Minh,7.0
11346,62.0,2,0.0,1, Chung cư,Không có nội thất,,,1800.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,29.03
11347,32.0,1,0.0,1, Chung cư,Không có nội thất,,,630.0,Đường Hồ Văn Long,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,19.69
11348,110.0,3,0.0,4, Duplex,Không có nội thất,,,4000.0,Đường Phú Thuận,Tân Phú,7,,36.36
11349,58.0,3,2.0,2, Penthouse, Nội thất cao cấp,,,5500.0,Đường Xô Viết Nghệ Tĩnh,25,Bình Thạnh,Tp Hồ Chí Minh,94.83
11350,50.3,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Bắc, Nam,1850.0,Đường Lý Chiêu Hoàng,10,6,Tp Hồ Chí Minh,36.78
11351,88.0,2,0.0,2, Chung cư,Không có nội thất,,,2150.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,24.43
11352,73.0,2,0.0,1, Chung cư,Không có nội thất,,,1700.0,Đường Võ Công Tồn,Tân Quý,Tân Phú,Tp Hồ Chí Minh,23.29
11353,60.45,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1690.0,Đường Cây Keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,27.96
11354,25.0,1,0.0,1, Chung cư,Không có nội thất,,,870.0,996,6,8,Tp Hồ Chí Minh,34.8
11355,63.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,25.4
11356,72.25,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,29.07
11357,56.0,2,5.0,1, Chung cư, Nội thất đầy đủ, Nam, Tây,2690.0,189B,Nguyễn Cư Trinh,1,Tp Hồ Chí Minh,48.04
11358,106.0,3,10.0,2, Duplex, Nội thất đầy đủ,,,3300.0,Đường Phạm Văn Nghị,Tân Phong,7,Tp Hồ Chí Minh,31.13
11359,51.0,2,20.0,1, Chung cư, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,1500.0,đường Nguyễn Văn Linh,7,8,Tp Hồ Chí Minh,29.41
11360,97.0,2,12.0,2, Chung cư, Nội thất đầy đủ,,,2400.0,Đường Phú Thuận,Phú Thuận,7,Tp Hồ Chí Minh,24.74
11361,36.0,1,5.0,1, Chung cư, Nội thất đầy đủ, Bắc, Đông Nam,850.0,Đường Mai Lão Bạng,13,Tân Bình,Tp Hồ Chí Minh,23.61
11362,64.0,2,6.0,2, Chung cư,Không có nội thất,,,2150.0,Đường Trịnh Đình Thảo,Hòa Thạnh,Tân Phú,Tp Hồ Chí Minh,33.59
11363,72.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1950.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,27.08
11364,100.0,2,17.0,2, Chung cư, Nội thất đầy đủ,, Đông Nam,2250.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,22.5
11365,29.8,1,0.0,1, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,4500.0,100 đường Cô Giang,Cô Giang,1,Tp Hồ Chí Minh,151.01
11366,100.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,4300.0,31-33,6,Bình Thạnh,Tp Hồ Chí Minh,43.0
11367,106.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,2300.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,21.7
11368,52.0,1,0.0,1, Chung cư,Không có nội thất,,,1500.0,Số 207,26,Bình Thạnh,Tp Hồ Chí Minh,28.85
11369,40.0,1,0.0,1, Chung cư, Nội thất đầy đủ,,,5.0,01,,,Tp Hồ Chí Minh,0.12
11370,45.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,690.0,Đường Bình Long,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,15.33
11371,84.0,3,0.0,2, Chung cư,Không có nội thất,,,3100.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,36.9
11372,61.0,1,0.0,1, Chung cư,Không có nội thất,,,3400.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,55.74
11373,62.0,2,0.0,2, Chung cư,Không có nội thất,,,1400.0,Đường Phạm Văn Đồng,Linh Tây,Thủ Đức,Tp Hồ Chí Minh,22.58
11374,54.0,1,12.0,1, Chung cư, Nội thất cao cấp,,,2000.0,Đường Trần Trọng Cung,Tân Thuận Đông,7,Tp Hồ Chí Minh,37.04
11375,71.0,2,0.0,2, Chung cư,Không có nội thất,,,2500.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,35.21
11376,69.0,2,0.0,1, Chung cư,Không có nội thất,,,2600.0,537,Bình Trưng Đông,2,Tp Hồ Chí Minh,37.68
11377,48.0,1,0.0,1, Chung cư,Không có nội thất, Đông, Tây,1390.0,Đường Lý Chiêu Hoàng,10,6,Tp Hồ Chí Minh,28.96
11378,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,4900.0,628A Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,98.0
11379,61.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,1290.0,Khu nhà ở Bình Chiểu,Bình Chiểu,Thủ Đức,Tp Hồ Chí Minh,21.15
11380,70.12,2,0.0,2, Chung cư, Nội thất cao cấp, Nam, Bắc,2850.0,Đường Phạm Văn Nghị,Tân Phong,7,Tp Hồ Chí Minh,40.64
11381,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
11382,61.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Nam, Đông Bắc,1090.0,Đường Huỳnh Tấn Phát,,,Tp Hồ Chí Minh,17.87
11383,70.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Tây, Đông Nam,1670.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,23.86
11384,75.0,2,0.0,2, Chung cư,Không có nội thất, Bắc,,2000.0,436,Thới An,12,Tp Hồ Chí Minh,26.67
11385,87.0,3,13.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,3900.0,Đường 66,Thảo Điền,2,Tp Hồ Chí Minh,44.83
11386,72.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1950.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,27.08
11387,300.0,3,4.0,3, Officetel, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,150.0,343,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,0.5
11388,60.0,2,0.0,1, Chung cư, Nội thất đầy đủ, Tây Nam, Đông Bắc,1840.0,số 1,Bình Trưng Đông,2,Tp Hồ Chí Minh,30.67
11389,50.0,1,6.0,1, Chung cư,Không có nội thất, Nam, Bắc,1380.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,27.6
11390,36.0,1,5.0,1, Chung cư, Nội thất đầy đủ, Đông Bắc, Tây Nam,2150.0,128,9,Phú Nhuận,Tp Hồ Chí Minh,59.72
11391,82.0,3,5.0,2, Chung cư, Hoàn thiện cơ bản,,,3320.0,Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển,Long Thạnh Mỹ,9,,40.49
11392,101.0,3,0.0,2, Chung cư,Không có nội thất,,,6250.0,Đường Nguyễn Thị Định,An Phú,2,Tp Hồ Chí Minh,61.88
11393,80.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,5150.0,Đường Bát Nàn,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,64.38
11394,63.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,39.68
11395,32.0,1,0.0,1, Chung cư,Không có nội thất,,,200.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,6.25
11396,56.9,2,0.0,1, Chung cư, Hoàn thiện cơ bản,, Đông Nam,2300.0,Đường Hoàng Quốc Việt,Phú Mỹ,7,Tp Hồ Chí Minh,40.42
11397,101.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,3519.0,Đường Nguyễn Duy Trinh,An Phú,2,Tp Hồ Chí Minh,34.84
11398,56.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,Số 8,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,26.79
11399,90.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Đông Bắc, Đông Nam,4500.0,17,Cô Giang,1,Tp Hồ Chí Minh,50.0
11400,90.0,2,20.0,2, Chung cư, Nội thất cao cấp,,,10000.0,Đường Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,111.11
11401,90.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản,, Tây,2500.0,104,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,27.78
11402,124.0,3,3.0,3, Chung cư, Nội thất cao cấp, Đông Bắc, Tây Nam,2350.0,số 35,Linh Trung,Thủ Đức,Tp Hồ Chí Minh,18.95
